gov_region,region,brain_id,spec_id,alpha,mu,cost,RMSE_torsion_15,R2_torsion_15,RMSE_torsion_30,R2_torsion_30,RMSE_comp_ten,R2_comp_ten,nu,preconditioned,record_time,sample_name,protocol,orientation w.r.t. fiber direction,unnamed: 7,R2_min
Am,Am,7,18,-14.658972320675238,280.8391813215956,0.0106269390348452,6.123255037522691,6.123255037522691,23.305557630115697,23.305557630115697,15.37300359594154,15.37300359594154,0.45,unconditioned,2021-05-28,HBE_07_18_P2_Am,P2,,,6.123255037522691
Am,Am,7,21,-19.26644125086808,181.4730990320186,0.0103275650613628,10.542358436884394,10.542358436884394,8.84885245840653,8.84885245840653,16.927493943706775,16.927493943706775,0.45,preconditioned,2021-05-29,HBE_07_21_P2_Am,P2,,,8.84885245840653
Am,Am,7,21,-10.20221641347867,232.7761739679768,0.0061116114596265,13.433323830338216,13.433323830338216,10.908404664950831,10.908404664950831,15.8712845834957,15.8712845834957,0.49,unconditioned,2021-05-29,HBE_07_21_P2_Am,P2,,,10.908404664950831
Am,Am,7,21,-14.4561967173203,309.3496228906819,0.007185857931358,6.145739466241144,6.145739466241144,17.4186108680536,17.4186108680536,17.523633891864822,17.523633891864822,0.45,unconditioned,2021-05-29,HBE_07_21_P2_Am,P2,,,6.145739466241144
Am,Am,7,18,-16.245107042099256,116.81325163741286,0.0091038830150583,6.808309561700343,6.808309561700343,5.452315184772959,5.452315184772959,18.70328935600799,18.70328935600799,0.49,preconditioned,2021-05-28,HBE_07_18_P2_Am,P2,,,5.452315184772959
Am,Am,7,18,-19.37874099959317,180.25027027836703,0.0190346486234859,2.5905042034742047,2.5905042034742047,20.4364552894406,20.4364552894406,21.589607372819973,21.589607372819973,0.45,preconditioned,2021-05-28,HBE_07_18_P2_Am,P2,,,2.5905042034742047
Am,Am,7,18,-10.274202244121666,213.5127377243088,0.0025540029089436,1.9323327438039608,1.9323327438039608,4.55757683673572,4.55757683673572,13.108773504992149,13.108773504992149,0.49,unconditioned,2021-05-28,HBE_07_18_P2_Am,P2,,,1.9323327438039608
Am,Am,7,21,-14.10756321198616,132.89948118175593,0.0169593643419612,16.232064513405085,16.232064513405085,12.599366773086311,12.599366773086311,18.958119548657034,18.958119548657034,0.49,preconditioned,2021-05-29,HBE_07_21_P2_Am,P2,,,12.599366773086311
Am,Am,4,15,-8.871415399748388,444.11396226611566,0.021647379224005,42.84154471985138,42.84154471985138,61.44184908578816,61.44184908578816,38.495615570904455,38.495615570904455,0.49,unconditioned,2020-06-04,HBE_04_15_P2a_Am_11,P2,,,38.495615570904455
Am,Am,4,14,-16.20102008501071,502.5746403110346,0.0067969343973491,22.29122049595725,22.29122049595725,4.795383456913531,4.795383456913531,36.70563138669571,36.70563138669571,0.45,unconditioned,2020-06-04,HBE_04_14_P2a_Am_12,P2,,,4.795383456913531
Am,Am,4,14,-10.861778839414216,387.9279586089255,0.0178545549261382,35.31292936048914,35.31292936048914,45.59808690019504,45.59808690019504,39.73244412831741,39.73244412831741,0.49,unconditioned,2020-06-04,HBE_04_14_P2a_Am_12,P2,,,35.31292936048914
Am,Am,5,23,-14.981620122529012,599.4799862223831,0.0029817783812336,18.614242585873427,18.614242585873427,9.105773426270654,9.105773426270654,22.933312383477837,22.933312383477837,0.45,unconditioned,2020-07-03,HBE_05_23_P2a_Am_15,P2,,,9.105773426270654
Am,Am,5,23,-10.240193158256853,454.21581481132097,0.014028811686391,34.11609426403911,34.11609426403911,49.832972551633205,49.832972551633205,29.111937074742404,29.111937074742404,0.49,unconditioned,2020-07-03,HBE_05_23_P2a_Am_15,P2,,,29.111937074742404
Am,Am,5,23,-18.068099490449505,420.0443056940696,0.0091445161171268,24.31526205302399,24.31526205302399,17.199898660347483,17.199898660347483,30.992239780761157,30.992239780761157,0.45,preconditioned,2020-07-03,HBE_05_23_P2a_Am_15,P2,,,17.199898660347483
Am,Am,5,23,-12.220259444279748,323.818047526314,0.024578597634194,35.84888659157401,35.84888659157401,46.361111841445954,46.361111841445954,39.1336613864765,39.1336613864765,0.49,preconditioned,2020-07-03,HBE_05_23_P2a_Am_15,P2,,,35.84888659157401
Am,Am,4,15,-14.261335330653363,578.313816495559,0.0080759439020446,29.30554349603948,29.30554349603948,25.760853440636595,25.760853440636595,33.51887560553663,33.51887560553663,0.45,unconditioned,2020-06-04,HBE_04_15_P2a_Am_11,P2,,,25.760853440636595
Am,Am,4,14,-22.43224848500597,333.37487420280365,0.0068595862985973,25.752392849703693,25.752392849703693,13.117802561990134,13.117802561990134,22.71679497192657,22.71679497192657,0.45,preconditioned,2020-06-04,HBE_04_14_P2a_Am_12,P2,,,13.117802561990134
Am,Am,3,4,-17.825630536251936,386.84621587154,0.0637505623730063,12.130425057678632,12.130425057678632,57.63430422773828,57.63430422773828,53.19075400183936,53.19075400183936,0.38,unconditioned,2020-04-27,HBE_03_04_P1_Am_27,P1,,,12.130425057678632
Am,Am,3,4,-16.021335849792116,135.83127841688915,0.0218254153626575,7.218829689031988,0.8720463937100444,5.53587464981753,0.964958891624198,16.763040073125676,0.9896825291892104,0.49,preconditioned,2020-04-27,HBE_03_04_P1_Am_27,P1,,,0.8720463937100444
Am,Am,3,26,-12.2912642098265,193.84536286906976,0.0312462070036573,5.269920055242786,5.269920055242786,17.934012522112585,17.934012522112585,13.40196369099656,13.40196369099656,0.38,unconditioned,2020-04-29,HBE_03_26_P1_Am_28,P1,,,5.269920055242786
Am,Am,3,26,-17.84175687739058,104.12795329049848,0.0100189132873051,1.7496738278198272,0.9756639184586116,8.882719590519411,0.7915324783642943,9.22051095624305,0.9831683343315272,0.45,preconditioned,2020-04-29,HBE_03_26_P1_Am_28,P1,,,0.7915324783642943
Am,Am,3,26,-13.126028287226037,77.32311681976782,0.0058294465124434,4.204557341487157,0.8594674197377239,3.3487629784887627,0.9703711143529388,8.262259131140071,0.9864850406718348,0.49,preconditioned,2020-04-29,HBE_03_26_P1_Am_28,P1,,,0.8594674197377239
Am,Am,3,4,-18.79136642815545,214.4802311509844,0.0904743418904281,2.1771491486682923,0.988361545766164,30.266464599865326,-0.0474389705055988,24.23028766612883,0.9784431736741308,0.45,preconditioned,2020-04-27,HBE_03_04_P1_Am_27,P1,,,-0.0474389705055988
Am,Am,3,26,-10.057737478928164,161.41930057201458,0.012142005312352,2.673499950142598,0.9585030093234078,10.097596727915436,0.8188851554237432,9.657002306246286,0.9872557110614514,0.45,unconditioned,2020-04-29,HBE_03_26_P1_Am_28,P1,,,0.8188851554237432
